Date,Sample,Time.bottom,year,month,day,date_time,Time.end,depth_m,BOSS#,Raw.hdd.number,Con.hdd.number,latitude_dd,longitude_dd,Comment,Forwards.habitat.image.exported,Downwards.habitat.image.exported,Site,Location,status,observer_count,observer_length,successful_count,successful_length,panoramic_habitat_image_saved,downward_habitat_image_saved,successful_habitat_panoramic,successful_habitat_downward,observer_habitat_panoramic,observer_habitat_downward,Video.notes,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
20210303,245,14:58:59,2021,03,03,2021-03-03T14:58:59:00+08:00,15:04:40,18.8,BOSS2,RAW1,CON1,-33.5665,115.3171,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210303,247,11:19:34,2021,03,03,2021-03-03T11:19:34:00+08:00,11:24:53,17.1,BOSS2,RAW1,CON1,-33.5845,115.2409,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,1,15:07:18,2021,03,04,2021-03-04T15:07:18:00+08:00,15:13,13.5,BOSS2,RAW1,CON1,-33.5551,115.3906,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,2,13:27:59,2021,03,04,2021-03-04T13:27:59:00+08:00,13:33,16.4,BOSS2,RAW1,CON1,-33.5375,115.3772,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,3,10:59:32,2021,03,04,2021-03-04T10:59:32:00+08:00,11:05:09,14.5,BOSS2,RAW1,CON1,-33.5606,115.3734,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,5,11:50,2021,03,04,2021-03-04T11:50:00+08:00,11:56:46,14.4,BOSS2,RAW1,CON1,-33.553,115.3803,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,6,15:25:48,2021,03,04,2021-03-04T15:25:48:00+08:00,15:31,14.5,BOSS2,RAW1,CON1,-33.5473,115.3856,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,7,12:19:59,2021,03,04,2021-03-04T12:19:59:00+08:00,12:25:37,18.1,BOSS2,RAW1,CON1,-33.5412,115.3651,Checked Cameras,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,8,10:16:16,2021,03,04,2021-03-04T10:16:16:00+08:00,10:21:57,14.5,BOSS2,RAW1,CON1,-33.5684,115.3783,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,9,14:49:36,2021,03,04,2021-03-04T14:49:36:00+08:00,14:55,13.8,BOSS2,RAW1,CON1,-33.5628,115.3888,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,10,13:54:16,2021,03,04,2021-03-04T13:54:16:00+08:00,,14.2,BOSS2,RAW1,CON1,-33.5452,115.3754,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,11,11:24:59,2021,03,04,2021-03-04T11:24:59:00+08:00,11:31:33,14.4,BOSS2,RAW1,CON1,-33.5567,115.3683,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,13,14:41:38,2021,03,04,2021-03-04T14:41:38:00+08:00,14:47,13.9,BOSS2,RAW1,CON1,-33.5619,115.3888,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,14,13:46:22,2021,03,04,2021-03-04T13:46:22:00+08:00,13:52,14.7,BOSS2,RAW1,CON1,-33.5443,115.3754,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,15,14:15:43,2021,03,04,2021-03-04T14:15:43:00+08:00,14:21,13.8,BOSS2,RAW1,CON1,-33.5541,115.3855,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,16,10:49:50,2021,03,04,2021-03-04T10:49:50:00+08:00,,13.8,BOSS2,RAW1,CON1,-33.5599,115.3786,Checked Cameras,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,17,10:07:34,2021,03,04,2021-03-04T10:07:34:00+08:00,10:13:10,14.2,BOSS2,RAW1,CON1,-33.5696,115.3836,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,18,12:00,2021,03,04,2021-03-04T12:00:00+08:00,12:06:33,14.7,BOSS2,RAW1,CON1,-33.552,115.3701,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,21,12:30:42,2021,03,04,2021-03-04T12:30:42:00+08:00,12:36,18.6,BOSS2,RAW1,CON1,-33.5377,115.3669,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,22,14:04:32,2021,03,04,2021-03-04T14:04:32:00+08:00,14:10,14,BOSS2,RAW1,CON1,-33.5495,115.3805,Checked Cameras,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,tiger shark,,,,,,
20210304,23,15:34:27,2021,03,04,2021-03-04T15:34:27:00+08:00,,14.4,BOSS2,RAW1,CON1,-33.5438,115.3832,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,25,10:24:44,2021,03,04,2021-03-04T10:24:44:00+08:00,10:29:59,13.4,BOSS2,RAW1,CON1,-33.565,115.3759,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,27,14:32:24,2021,03,04,2021-03-04T14:32:24:00+08:00,14:39,13.6,BOSS2,RAW1,CON1,-33.5593,115.3862,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,30,11:16:47,2021,03,04,2021-03-04T11:16:47:00+08:00,11:22:40,14.9,BOSS2,RAW1,CON1,-33.5572,115.3709,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,32,11:42,2021,03,04,2021-03-04T11:42:00+08:00,11:48:51,15.8,BOSS2,RAW1,CON1,-33.5546,115.3778,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,33,15:17:58,2021,03,04,2021-03-04T15:17:58:00+08:00,15:23,14.3,BOSS2,RAW1,CON1,-33.549,115.3882,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,34,13:18:42,2021,03,04,2021-03-04T13:18:42:00+08:00,13:24,18.7,BOSS2,RAW1,CON1,-33.5314,115.3748,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,35,09:59:13,2021,03,04,2021-03-04T09:59:13:00+08:00,10:05:09,14.8,BOSS2,RAW1,CON1,-33.5702,115.381,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,36,10:33:37,2021,03,04,2021-03-04T10:33:37:00+08:00,10:39:33,14.1,BOSS2,RAW1,CON1,-33.5644,115.3824,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,39,11:07:39,2021,03,04,2021-03-04T11:07:39:00+08:00,11:13:50,14.3,BOSS2,RAW1,CON1,-33.5623,115.3721,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,41,14:59:20,2021,03,04,2021-03-04T14:59:20:00+08:00,15:05,13.6,BOSS2,RAW1,CON1,-33.5568,115.3928,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,42,13:36:48,2021,03,04,2021-03-04T13:36:48:00+08:00,13:42,15.7,BOSS2,RAW1,CON1,-33.5392,115.3794,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,43,14:24:02,2021,03,04,2021-03-04T14:24:02:00+08:00,14:29,13.5,BOSS2,RAW1,CON1,-33.5566,115.3842,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,44,12:09,2021,03,04,2021-03-04T12:09:00+08:00,12:15:18,16.5,BOSS2,RAW1,CON1,-33.5505,115.3637,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,45,10:42:04,2021,03,04,2021-03-04T10:42:04:00+08:00,10:47:38,14,BOSS2,RAW1,CON1,-33.5623,115.3772,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,47,11:34,2021,03,04,2021-03-04T11:34:00+08:00,11:40:40,14.3,BOSS2,RAW1,CON1,-33.5545,115.3739,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,103,07:41:35,2021,03,04,2021-03-04T07:41:35:00+08:00,07:48:19,16.4,BOSS2,RAW1,CON1,-33.5593,115.3395,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,116,07:18:20,2021,03,04,2021-03-04T07:18:20:00+08:00,07:23:30,14.4,BOSS2,RAW1,CON1,-33.576,115.3534,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,140,07:29:50,2021,03,04,2021-03-04T07:29:50:00+08:00,07:35:30,14.9,BOSS2,RAW1,CON1,-33.5706,115.3452,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,141,08:44:07,2021,03,04,2021-03-04T08:44:07:00+08:00,08:50:18,19.3,BOSS2,RAW1,CON1,-33.5423,115.3552,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,167,08:32:15,2021,03,04,2021-03-04T08:32:15:00+08:00,08:40:55,19.3,BOSS2,RAW1,CON1,-33.5407,115.3505,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,175,09:39:31,2021,03,04,2021-03-04T09:39:31:00+08:00,09:45:30,13.7,BOSS2,RAW1,CON1,-33.5716,115.3713,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,180,07:53:55,2021,03,04,2021-03-04T07:53:55:00+08:00,08:01:15,18.8,BOSS2,RAW1,CON1,-33.549,115.3432,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,190,08:59:32,2021,03,04,2021-03-04T08:59:32:00+08:00,09:06:00,14.1,BOSS2,RAW1,CON1,-33.5657,115.3571,Checked Cameras,Bottom,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,191,13:05:10,2021,03,04,2021-03-04T13:05:10:00+08:00,13:11,22.3,BOSS2,RAW1,CON1,-33.5152,115.3708,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,196,09:49:22,2021,03,04,2021-03-04T09:49:22:00+08:00,09:55:38,13.6,BOSS2,RAW1,CON1,-33.5745,115.3762,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,210,12:54:25,2021,03,04,2021-03-04T12:54:25:00+08:00,13:00,22.8,BOSS2,RAW1,CON1,-33.5094,115.3615,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,224,08:05:19,2021,03,04,2021-03-04T08:05:19:00+08:00,08:12:40,20.4,BOSS2,RAW1,CON1,-33.5461,115.334,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,227,09:28:22,2021,03,04,2021-03-04T09:28:22:00+08:00,09:34:47,14.5,BOSS2,RAW1,CON1,-33.5687,115.362,restarted all cameras before this drop,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,234,12:41:33,2021,03,04,2021-03-04T12:41:33:00+08:00,12:48,21,BOSS2,RAW1,CON1,-33.5264,115.3652,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,241,08:20:19,2021,03,04,2021-03-04T08:20:19:00+08:00,08:26:38,22.3,BOSS2,RAW1,CON1,-33.5293,115.3462,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210304,242,07:08:48,2021,03,04,2021-03-04T07:08:48:00+08:00,07:14:35,13.9,BOSS2,RAW1,CON1,-33.577,115.3548,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,4,10:54:00,2021,03,05,2021-03-05T10:54:00:00+08:00,10:59,13.2,BOSS2,RAW2,CON1,-33.5436,115.4012,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,12,08:06:58,2021,03,05,2021-03-05T08:06:58:00+08:00,08:13,13.2,BOSS2,RAW2,CON1,-33.5504,115.3959,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,19,08:23:24,2021,03,05,2021-03-05T08:23:24:00+08:00,08:29,13.9,BOSS2,RAW2,CON1,-33.5464,115.3908,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,20,07:41:33,2021,03,05,2021-03-05T07:41:33:00+08:00,,13.5,BOSS2,RAW2,CON1,-33.5556,115.401,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,24,08:43:08,2021,03,05,2021-03-05T08:43:08:00+08:00,08:48,14.4,BOSS2,RAW2,CON1,-33.5361,115.3901,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,26,11:13:02,2021,03,05,2021-03-05T11:13:02:00+08:00,11:18,13.6,BOSS2,RAW2,CON1,-33.5479,115.4037,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,28,07:58:44,2021,03,05,2021-03-05T07:58:44:00+08:00,08:04,13.2,BOSS2,RAW2,CON1,-33.5517,115.3933,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,29,09:12:15,2021,03,05,2021-03-05T09:12:15:00+08:00,09:18,17.4,BOSS2,RAW2,CON1,-33.5283,115.3852,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,31,10:44:55,2021,03,05,2021-03-05T10:44:55:00+08:00,10:50,14.6,BOSS2,RAW2,CON1,-33.5401,115.3987,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,37,08:33:26,2021,03,05,2021-03-05T08:33:26:00+08:00,08:38,13.8,BOSS2,RAW2,CON1,-33.5413,115.3896,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,38,08:51:51,2021,03,05,2021-03-05T08:51:51:00+08:00,08:57,15.3,BOSS2,RAW2,CON1,-33.5335,115.3863,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,40,11:04:37,2021,03,05,2021-03-05T11:04:37:00+08:00,11:10,13.3,BOSS2,RAW2,CON1,-33.5453,115.3999,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,46,11:21:03,2021,03,05,2021-03-05T11:21:03:00+08:00,11:26,14.7,BOSS2,RAW2,CON1,-33.5452,115.405,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,48,08:14:57,2021,03,05,2021-03-05T08:14:57:00+08:00,08:20,13.3,BOSS2,RAW2,CON1,-33.549,115.3946,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,49,09:00:51,2021,03,05,2021-03-05T09:00:51:00+08:00,09:06,17.1,BOSS2,RAW2,CON1,-33.5314,115.3813,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,50,07:50:07,2021,03,05,2021-03-05T07:50:07:00+08:00,07:55,14.7,BOSS2,RAW2,CON1,-33.5529,115.3971,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,104,13:05:37,2021,03,05,2021-03-05T13:05:37:00+08:00,13:11,19.6,BOSS2,RAW2,CON1,-33.4936,115.4102,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,108,11:50:18,2021,03,05,2021-03-05T11:50:18:00+08:00,11:56,15,BOSS2,RAW2,CON1,-33.5274,115.4064,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,110,13:26:37,2021,03,05,2021-03-05T13:26:37:00+08:00,13:31,20.4,BOSS2,RAW2,CON1,-33.4769,115.4199,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,113,15:09:20,2021,03,05,2021-03-05T15:09:20:00+08:00,15:15,14.8,BOSS2,RAW2,CON1,-33.5025,115.4384,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,119,14:09:34,2021,03,05,2021-03-05T14:09:34:00+08:00,14:15,14.8,BOSS2,RAW2,CON1,-33.4885,115.4434,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,122,12:27:20,2021,03,05,2021-03-05T12:27:20:00+08:00,12:32,15.1,BOSS2,RAW2,CON1,-33.5136,115.424,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,127,10:02:11,2021,03,05,2021-03-05T10:02:11:00+08:00,10:08,18.7,BOSS2,RAW2,CON1,-33.509,115.3957,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,131,10:35:35,2021,03,05,2021-03-05T10:35:35:00+08:00,10:41,13.8,BOSS2,RAW2,CON1,-33.5344,115.4016,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,134,14:39:21,2021,03,05,2021-03-05T14:39:21:00+08:00,14:45,13.1,BOSS2,RAW2,CON1,-33.497,115.4527,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,136,13:58:43,2021,03,05,2021-03-05T13:58:43:00+08:00,14:04,17,BOSS2,RAW2,CON1,-33.4799,115.4353,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,142,12:44:59,2021,03,05,2021-03-05T12:44:59:00+08:00,12:51,17.1,BOSS2,RAW2,CON1,-33.5049,115.4064,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,146,11:41:22,2021,03,05,2021-03-05T11:41:22:00+08:00,11:47,13.8,BOSS2,RAW2,CON1,-33.5303,115.4123,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,148,09:40:29,2021,03,05,2021-03-05T09:40:29:00+08:00,09:46,22.2,BOSS2,RAW2,CON1,-33.492,115.3877,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,151,15:49:34,2021,03,05,2021-03-05T15:49:34:00+08:00,15:55,13.2,BOSS2,RAW2,CON1,-33.5174,115.4299,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,165,15:59:50,2021,03,05,2021-03-05T15:59:50:00+08:00,16:05,14.4,BOSS2,RAW2,CON1,-33.5258,115.4266,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,166,10:14:18,2021,03,05,2021-03-05T10:14:18:00+08:00,10:19,16.7,BOSS2,RAW2,CON1,-33.5128,115.4015,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,171,15:38:30,2021,03,05,2021-03-05T15:38:30:00+08:00,15:44,13.2,BOSS2,RAW2,CON1,-33.5091,115.4419,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,181,12:08:08,2021,03,05,2021-03-05T12:08:08:00+08:00,12:14,14,BOSS2,RAW2,CON1,-33.52,115.4132,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,183,14:30:09,2021,03,05,2021-03-05T14:30:09:00+08:00,14:35,13.8,BOSS2,RAW2,CON1,-33.4888,115.4564,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,184,13:36:31,2021,03,05,2021-03-05T13:36:31:00+08:00,13:42,21.9,BOSS2,RAW2,CON1,-33.4693,115.4189,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,187,14:50:09,2021,03,05,2021-03-05T14:50:09:00+08:00,14:55,14.4,BOSS2,RAW2,CON1,-33.495,115.4374,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,195,15:20:05,2021,03,05,2021-03-05T15:20:05:00+08:00,15:25,14,BOSS2,RAW2,CON1,-33.5032,115.4278,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,200,11:31:51,2021,03,05,2021-03-05T11:31:51:00+08:00,11:37,14.2,BOSS2,RAW2,CON1,-33.5369,115.4147,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,202,13:15:25,2021,03,05,2021-03-05T13:15:25:00+08:00,13:21,20.2,BOSS2,RAW2,CON1,-33.4861,115.4093,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,205,10:25:20,2021,03,05,2021-03-05T10:25:20:00+08:00,10:31,16.4,BOSS2,RAW2,CON1,-33.524,115.3959,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,212,13:48:44,2021,03,05,2021-03-05T13:48:44:00+08:00,13:54,18.8,BOSS2,RAW2,CON1,-33.4724,115.438,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,215,12:55:49,2021,03,05,2021-03-05T12:55:49:00+08:00,13:02,19.5,BOSS2,RAW2,CON1,-33.4974,115.4044,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,221,11:59:36,2021,03,05,2021-03-05T11:59:36:00+08:00,12:05,15,BOSS2,RAW2,CON1,-33.5228,115.4102,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,223,09:23:37,2021,03,05,2021-03-05T09:23:37:00+08:00,09:29,19.4,BOSS2,RAW2,CON1,-33.5182,115.3851,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,226,15:28:43,2021,03,05,2021-03-05T15:28:43:00+08:00,15:34,15.1,BOSS2,RAW2,CON1,-33.5062,115.4327,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,231,14:20:02,2021,03,05,2021-03-05T14:20:02:00+08:00,14:25,15.3,BOSS2,RAW2,CON1,-33.4895,115.4519,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,Scallops,,,,,,
20210305,235,12:17:12,2021,03,05,2021-03-05T12:17:12:00+08:00,12:23,13.8,BOSS2,RAW2,CON1,-33.5144,115.4159,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,240,09:51:36,2021,03,05,2021-03-05T09:51:36:00+08:00,09:58,20,BOSS2,RAW2,CON1,-33.5015,115.3972,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
20210305,248,15:00:00,2021,03,05,2021-03-05T15:00:00:00+08:00,15:05,13.9,BOSS2,RAW2,CON1,-33.5017,115.4446,,Top,Y,,Geographe,Fished,,NA,,,Yes,Yes,Yes,Yes,Claude,Claude,,,,,,,
